user_id,username,location,age,gender,preferences
76,simonr990,"Bedfordshire, England",,,"breakfast buffet, sauna, car hire, laundry service, airport transportation, free internet, spa, full body massage, ritz-carlton abu dhabi, sun loungers / beach chairs, entertainment staff, allergy-free room, fitness classes, waterfront, public wifi, conference facilities, suites, views, salon, valet parking, internet, complimentary instant coffee, arabic, restaurant, special diet menus, filipino, luxury, heated pool, hindi, poolside bar, banquet room, wifi, shuttle bus service, flatscreen tv, sunrises, sun umbrellas, shoeshine, family rooms, interconnected room(s) available, pool, meeting rooms, safe, kid-friendly buffet, taxi service, additional bathroom, beach access, abu dhabi, steam room, non-smoking rooms, accessible rooms, united arab emirates, pool with view, italian renaissance, private beaches, english, grand hotel, bridal suite, outdoor pool, beachfront, room service, facial treatments, private balcony, butler service, infinity pool, kids activities, bar/lounge, waterfront location, doorperson, parking, private check-in / check-out, dry cleaning, housekeeping, currency exchange, kids club, pool / beach towels, massage, wheelchair access, grand canal, sunsets, wake up service / alarm clock, ironing service, refrigerator in room, 24-hour front desk, air conditioning, breakfast available, head massage, fitness center, non-smoking hotel, business center, paid wifi, vip room facilities, multilingual staff, free parking, concierge, iron, foot massage, smoking rooms available, french, fitness / spa locker rooms, minibar"
77,Rupinskajulia,"Dubai, Emirate of Dubai",,,"entertainment staff, butler service, grand hotel, waterfront location, luxury, waterfront, interconnected room(s) available, restaurant, multilingual staff"
78,Z3822UDleahm,,,,"english, accessible rooms, entertainment staff, grand hotel, luxury, waterfront location, arabic, private balcony, interconnected room(s) available, restaurant, safe, multilingual staff"
79,Firdaua,,,,"non-smoking rooms, accessible rooms, hot tub, spa, separate living room, thai, allergy-free room, rooftop pool, family rooms, thai-inspired design and hospitality, outdoor pool, indian, interconnected room(s) available, corniche, soundproof rooms, suites, pool, rooftop terrace, business center, landmark view, separate dining area, vip room facilities, sun deck, bath / shower, multilingual staff, concierge, extended stay executive apartments, namm spa, outdoor dining area, filipino, sun terrace, bidet, luxury, hot spring bath, thai elegance, steam room"
80,Mohammedmat,,,,"united arab emirates, thai-inspired design and hospitality, outdoor pool, interconnected room(s) available, abu dhabi, telephone, corniche, seating area, middle east, business center, internet, bath / shower, meeting rooms, concierge, extended stay executive apartments, filipino, smoking rooms available, luxury, capital city, dusit thani abu dhabi, desk"
81,andreasmichaelf2018,,,,"outdoor dining area, luxury, interconnected room(s) available, multilingual staff, thai elegance"
82,deyalak,,,,"non-smoking rooms, accessible rooms, breakfast buffet, united arab emirates, dfit fitness centre, wheelchair access, sauna, glass tower, complimentary welcome drink, sofa, separate living room, allergy-free room, shoeshine, swimup bar, fitness classes, family rooms, thai-inspired design and hospitality, room service, outdoor pool, interconnected room(s) available, coffee shop, coffee / tea maker, corniche, breakfast available, soundproof rooms, middle east, suites, thai elegance, fitness center, non-smoking hotel, salon, rooftop terrace, separate dining area, landmark view, breakfast included, vip room facilities, personal trainer, complimentary instant coffee, doorperson, sun deck, multilingual staff, safe, electric kettle, concierge, extended stay executive apartments, iron, filipino, smoking rooms available, free wifi, body wrap, sun terrace, bidet, luxury, hot spring bath, housekeeping, complimentary tea, fitness / spa locker rooms, capital city, dusit thani abu dhabi, abu dhabi, steam room, breakfast in the room"
83,jacquelineanni2023,,,,"accessible rooms, banquet room, sofa, separate living room, family rooms, thai-inspired design and hospitality, interconnected room(s) available, seating area, middle east, suites, dining area, separate dining area, rooftop terrace, bar/lounge, arabic, sun deck, multilingual staff, safe, outdoor dining area, filipino, sun terrace, luxury, thai elegance"
84,peter63278,,,,"interconnected room(s) available, adult pool, private balcony, sun deck"
85,hoshiarm566,,,,"non-smoking rooms, accessible rooms, pool / beach towels, pool with view, umbrella, sofa, sun umbrellas, couples massage, private beaches, family rooms, interconnected room(s) available, private balcony, pool view, vip room facilities, private bathrooms, bath / shower, sun deck, multilingual staff, gulf, concierge, walk-in shower, sun terrace, bidet, luxury, beach access, complimentary tea, shallow end, breakfast in the room"
86,429alin,"Greater London, England",,,"concierge, multilingual staff, english, accessible rooms, pool with view, taxi service, vip room facilities, adult pool, umbrella, luxury, family rooms, outdoor pool, interconnected room(s) available, shallow end, private balcony"
87,st0ppal82,,,,"non-smoking rooms, accessible rooms, kids club, banquet room, shallow end, pool with view, private pools, massage, laptop safe, steam room, sauna, umbrella, foot bath, car hire, sofa, hot tub, sun umbrellas, couples massage, spa, private beaches, clothes rack, shoeshine, golf course, adult pool, family rooms, outdoor pool, interconnected room(s) available, coffee shop, private balcony, facial treatments, seating area, soundproof rooms, conference facilities, pool view, indoor play area for children, non-smoking hotel, salon, infinity pool, business center, vip room facilities, gift shop, sun deck, bath / shower, yoga room, private bathrooms, safe, books, concierge, outdoor dining area, walk-in shower, sun terrace, bidet, luxury, children's playground, beach access, plunge pool, complimentary tea, minibar, body wrap, desk, poolside bar"
88,sonjal360,"Blackmans Bay, Greater Hobart, Tasmania",,,"sun loungers / beach chairs, accessible rooms, outdoor dining area, luxury, beach access, interconnected room(s) available, breakfast available, spa"
89,Relax02651729330,,,,"suites, creating unforgettable experiences., a unique hotel, visual, distinctive journey, so many places to explore, pool with view, family rooms, sun deck, interconnected room(s) available, safe"
90,salimaW424CK,,,,kids activities
91,136fatimaha,,,,"banquet room, signature dining, knowledge, english, distinctive journey, a unique hotel, adventure, family rooms, interconnected room(s) available, rooftop bar, suites, creating unforgettable experiences., landmark view, sun deck, restaurant, so many cultures, concierge, outdoor dining area, so much history, tactile, desk"
92,cleanfactoryw,,,,"bathrobes, tennis court off-site, non-smoking rooms, banquet room, yas island, pool with view, laptop safe, wifi, steam room, portuguese, foot bath, flatscreen tv, sun umbrellas, couples massage, signature dining, knowledge, refrigerator in room, zulu, korean, english, thai, entertainment staff, distinctive journey, a unique hotel, visual, adventure, so many places to explore, swimup bar, adult pool, rooftop pool, family rooms, outdoor pool, interconnected room(s) available, coffee / tea maker, soundproof rooms, rooftop bar, pool view, suites, 24-hour check-in, pool, creating unforgettable experiences., business center, landmark view, bar/lounge, internet, xhosa, doorperson, sun deck, bath / shower, restaurant, sofa bed, safe, private bathrooms, electric kettle, evening entertainment, concierge, outdoor dining area, tamil, filipino, walk-in shower, so much history, tactile, french, bidet, german, complimentary tea, minibar, chinese, desk, poolside bar"
93,Road58039805949,Kuwait,,,"kids club, pool with view, portuguese, foot bath, kids pool, sun umbrellas, knowledge, spa, zulu, english, thai, allergy-free room, distinctive journey, a unique hotel, adventure, so many places to explore, family rooms, outdoor pool, interconnected room(s) available, indoor play area for children, kids stay free, soundproof rooms, pool view, suites, pool, kids activities, creating unforgettable experiences., landmark view, xhosa, sun deck, sofa bed, safe, electric kettle, concierge, tamil, bidet, steam room"
94,princessalyssat2024,,,,"pool, outdoor swimming pools, gulf, bar, multilingual staff, safe, poolside bar"
95,jamiei925,,,,"bathrobes, non-smoking rooms, breakfast buffet, accessible rooms, pool / beach towels, express check-in / check-out, banquet room, pool with view, views over the city, paid public parking nearby, flatscreen tv, kids pool, laundry service, bottled water, ironing service, spa, luxury hotel, kids' meals, english, sun loungers / beach chairs, executive lounge access, poolside bar, beach, swimup bar, 24-hour front desk, flavours, family hotel rooms, outdoor pool, room service, interconnected room(s) available, air conditioning, beachfront, private balcony, breakfast available, corniche, seating area, coffee / tea maker, conference facilities, pool view, suites, 24-hour check-in, outdoor furniture, fitness center, pool, kids activities, salon, outdoor swimming pools, bar/lounge, internet, gift shop, wardrobe / closet, doorperson, bath / shower, multilingual staff, restaurant, meeting rooms, parking, gulf, concierge, outdoor dining area, smoking rooms available, luxury hotel rooms, french, dry cleaning, bar, bidet, fitness / spa locker rooms, beach access, heated pool, minibar, all-day dining buffet, desk, sheraton abu dhabi hotel & resort, breakfast in the room"
