user_id,username,location,age,gender,preferences_x,preferences_y
279,Saeeda2486,"Abu Dhabi, Emirate of Abu Dhabi",,,,"Pool, Internet, Kids Activities, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Kitchenette, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Paid Internet, Breakfast included, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Refrigerator in room, Minibar, Conference Facilities, Babysitting, Safe, Heated pool, Flatscreen TV, Breakfast Buffet, Indoor pool, Parking, Housekeeping, Kids Club, Kids Stay Free, Sauna, Additional Bathroom, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, 24-Hour Check-in, Clothes Dryer, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Currency Exchange, Desk, Doorperson, English, Filipino, Fitness / Spa Locker Rooms, Free Private Parking Nearby, Free Public Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, 24-Hour Front Desk, Gift Shop, Hair Dryer, Hindi, Interconnected room(s) available, Iron, Ironing Service, Kids' Meals, Massage, Newspaper, Parking Garage, Paid Private Parking On-site, Salon, Seating Area, 24-Hour Security, Secured Parking, Shared Lounge / TV Area, Shoeshine, Soundproof Rooms, Steam Room, Taxi Service, Telephone, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Accessible rooms, Breakfast Available, Facilities for Disabled Guests, Bidet, Cable / Satellite TV, Clothes Rack, Dining Area, Electric Kettle, Executive Lounge Access, Foot Massage, Free Wifi in the Business Center, Full Body Massage, Neck Massage, Outdoor Dining Area, Oven, Private Bathrooms, Separate Dining Area, Separate Living Room, Sofa, Sofa Bed, Walk-in Shower, Wardrobe / Closet, Yoga Room Hilton Riyadh Hotel & Residences provides experiences for business & leisure guests alike. Our hotel offers stylish guest rooms, wide range of services, spacious multi-purpose meetings facilities, & world-class dining options. Hilton Riyadh sits just 12 km from the Central Business District of Riyadh & in close proximity to Al Faisaliah and Kingdom Towers. Just a 20-minute drive from the airport. (Male Pool will be closed for maintenance from 09/03/2024 to 14/04/2024. Female Pool will operate like usual)"
280,jeremiahcalebh,,,,,"Pool, Room service, Free Internet, Restaurant, Bar/Lounge, Free Wifi, Non-smoking rooms, Fitness center, Air conditioning, Safe, Rooftop Pool, Breakfast Buffet, Internet, Suites, Free parking, Spa, Meeting rooms, Laundry Service, Family Rooms, Smoking rooms available, Outdoor pool, Breakfast Available Finding an ideal hotel in Fujairah does not have to be difficult. Welcome to V Hotel Fujairah, a nice option for travelers like you.
Rooms at V Hotel Fujairah offer a minibar and air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.
Room service is one of the conveniences offered at this hotel. A pool and breakfast will also help to make your stay even more special. If you are driving to V Hotel Fujairah, free parking is available.
While staying at V Hotel Fujairah, visitors can check out Our Lady Of Perpetual Help Church (1.7 mi), which is a popular Fujairah attraction.
If you’re looking for a Mediterranean restaurant, consider a visit to Al Meshwar Restaurant, Shardana Italian Restaurant, or Sardinia Restaurant, which are all conveniently located a short distance from V Hotel Fujairah.
Plus, during your trip, don’t forget to check out some of the popular parks, such as Kalba Corniche Park and Madhab Sulpheric Spring Park.
V Hotel Fujairah puts the best of Fujairah at your fingertips, making your stay both relaxing and enjoyable.
"
281,Sightsee47304938876,,,,,"Free parking, Internet, Free Internet, Wheelchair access, Free Wifi, Non-smoking rooms, Air conditioning, Refrigerator in room, Wifi, Microwave, Non-smoking hotel, Outdoor pool, Bath / Shower, English The Mecca Motel welcomes, singles, couples and the solo traveler. Great location, centrally located to the attractions of the Pikes Peak region. Near Manitou Springs, am coffee, swimming pool, cable TV, high speed WI-FI, clean & family owned. Open for Summer seasonal business."
282,Matrooshi737,,,,,"Pool, Internet, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Air conditioning, Multilingual Staff, Safe, Breakfast Buffet, Parking, Housekeeping, Arabic, Baggage Storage, Bath / Shower, Desk, Suites, Concierge, Family Rooms, Smoking rooms available, Conference Facilities, Non-smoking hotel, Outdoor pool, Breakfast Available, Coffee Shop, Currency Exchange, English, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Hindi, Iron, Laptop Safe, Seating Area, 24-Hour Security, Steam Room, Telephone, Wake Up Service / Alarm Clock IntercityHotel Salalah is located in the centre of business district in Salalah with close proximity to all government institutions and shopping centers. IntercityHotel Salalah offers simple yet modern and fully air conditioned accommodations, free WiFi, a fitness center, roof top swimming pool & steam room, Al Luban all-day dining and Taqa lobby lounge & cafe and two meeting rooms. All rooms are"
283,Navigator670998,,,,," Following good traditions, Lucia’s proposes a dining experience that lives in the traditional past, but is also enjoyed by today’s modern diner who also seeks a taste a of the past."
284,933mmf,,,,,"Pool, Room service, Free Internet, Restaurant, Bar/Lounge, Free Wifi, Non-smoking rooms, Fitness center, Air conditioning, Safe, Rooftop Pool, Breakfast Buffet, Internet, Suites, Free parking, Spa, Meeting rooms, Laundry Service, Family Rooms, Smoking rooms available, Outdoor pool, Breakfast Available Finding an ideal hotel in Fujairah does not have to be difficult. Welcome to V Hotel Fujairah, a nice option for travelers like you.
Rooms at V Hotel Fujairah offer a minibar and air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.
Room service is one of the conveniences offered at this hotel. A pool and breakfast will also help to make your stay even more special. If you are driving to V Hotel Fujairah, free parking is available.
While staying at V Hotel Fujairah, visitors can check out Our Lady Of Perpetual Help Church (1.7 mi), which is a popular Fujairah attraction.
If you’re looking for a Mediterranean restaurant, consider a visit to Al Meshwar Restaurant, Shardana Italian Restaurant, or Sardinia Restaurant, which are all conveniently located a short distance from V Hotel Fujairah.
Plus, during your trip, don’t forget to check out some of the popular parks, such as Kalba Corniche Park and Madhab Sulpheric Spring Park.
V Hotel Fujairah puts the best of Fujairah at your fingertips, making your stay both relaxing and enjoyable.
"
285,hali205605,,,,,"Internet, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Kitchenette, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Minibar, Conference Facilities, Safe, Breakfast Buffet, Kids Stay Free, Arabic, 24-Hour Check-in, Filipino, 24-Hour Front Desk, Hindi, Ironing Service, 24-Hour Security, Breakfast Available "
286,D2243FQjamesm,,,,,"Pool, Internet, Kids Activities, Beachfront, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Pets Allowed, Spa, Airport transportation, Public Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Babysitting, Safe, Rooftop Bar, Swimup Bar, Heated pool, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Outdoor pool, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Kids Stay Free, Sauna, Additional Bathroom, Afrikaans, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Bottled Water, Breakfast in the Room, Car Hire, 24-Hour Check-in, Coffee Shop, Coffee / Tea Maker, Couples Massage, Currency Exchange, Doorperson, Dutch, English, Entertainment Staff, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Free Public Parking Nearby, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, German, Gift Shop, Hair Dryer, Head Massage, Hindi, Interconnected room(s) available, Iron, Ironing Service, Kid-Friendly Buffet, Laptop Safe, Massage, Nightclub / DJ, Outdoor Furniture, Pool / Beach Towels, Pool with View, Russian, Salon, Seating Area, 24-Hour Security, Shoeshine, Snack Bar, Spanish, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Taxi Service, Telephone, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Beach Access, Smoking rooms available, Breakfast Available, Clothes Rack, Happy Hour, iPod Docking Station, Landmark View, Outdoor Dining Area, Pool View, Private Bathrooms, Separate Living Room, Sofa, Walk-in Shower, Wardrobe / Closet Situated on the sun-soaked island of Palm Jumeirah, W Dubai – The Palm boasts 349 guest rooms and suites, each with private balconies and views of either the Arabian Gulf or the captivating Dubai skyline. Bold colors, retro details, urban-inspired art and spa-style bathrooms define the design. Each room boasts inviting soaking tubs, spacious showers and indulgent bathroom amenities. Our vibrant Escape is also pet-friendly, so don’t forget to bring your furry friends along, too!"
287,900martynao,,,,," About Us
Dirty Al’s has been in operation since 1986 and has always provided the freshest seafood to thousands of visitors from all over the world.
As a family owned and operated business, we have always taken great pride in taking care of each customer and providing them with a unique experience that they can only get from eating at Dirty Al’s. Dirty Al promises every customer that they will only be served the absolute freshest seafood caught in the wild off the Gulf of Mexico.
A Father and his Sons Make a Great Team!
Alfonso Salazar, better known as “Dirty Al” originally started shrimping as a young man with his father and 6 brothers. In 2003, he and his youngest son, Cameron, who graduated from Culinary School, transformed his bait stand into a restaurant where together they have been known for having “The World’s Best Fried Shrimp”! In 2005, his other two sons returned home to help grow the business. To this day, they now own 6 restaurants on beautiful South Padre Island and continue to bring only the “best” Gulf Seafood to each customer’s table."
288,Getaway48510897511,,,,," Kui-Zin, this name is a play on words: Kui for ""cooked"" and Zin which means ""good"" in Arabic. ""Good"", even ""Better"" is our concept. And, to succeed in this challenge, we opted for ""homemade"": concocted by our chef Kenza, who lived 12 years in Italy and is passionate about culinary creation. she offers a varied menu: Moroccan, Italian, French dishes and revisited recipes. Natural, fresh products and aromatic herbs are featured at Kui-Zin. We take advantage of all the benefits of the products of our beautiful country to make you discover the magic of flavors, scents, and tastes, all in a lively and dynamic atmosphere provided by nice music and a charming terrace."
289,Passport597990,"Dubai, Emirate of Dubai",,,,"Internet, Free Internet, Wifi, Free Wifi, Pool, Free parking, Room service, Wheelchair access, Fitness center, Restaurant, Shuttle Bus Service, Suites, Kitchenette, Spa, Airport transportation, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Microwave, Refrigerator in room, Conference Facilities, Babysitting, Safe, Heated pool, Flatscreen TV, Breakfast Buffet, Private Balcony, Indoor pool, Infinity Pool, Private Beaches, Breakfast Available, Free Shuttle or Taxi Services, Kids Club, Kids Stay Free, Sauna, Arabic, Baggage Storage, Currency Exchange, Doorperson, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, 24-Hour Front Desk, Hindi, Ironing Service, Massage, Newspaper, Russian, Salon, 24-Hour Security, Shoeshine, Steam Room, Taxi Service, VIP Room Facilities Experience a different world of hospitality and comfort located in the heart of Ajman. Whether you are coming for business and leisure, Ramada Hotel & Suites Ajman will surely give you a truly inspiring stay that you will never forget. The hotel is located within easy reach of the main airports in the United Arab Emirates as well as major shopping and commercial areas in the city."
290,N8937HA_,,,,,"Free parking, Internet, Free Internet, Wheelchair access, Free Wifi, Non-smoking rooms, Air conditioning, Refrigerator in room, Wifi, Microwave, Non-smoking hotel, Outdoor pool, Bath / Shower, English The Mecca Motel welcomes, singles, couples and the solo traveler. Great location, centrally located to the attractions of the Pikes Peak region. Near Manitou Springs, am coffee, swimming pool, cable TV, high speed WI-FI, clean & family owned. Open for Summer seasonal business."
291,271shivak,"Dubai, Emirate of Dubai",,,, Where the culture meet the modern life ... enjoy the authentic indian food.
292,404harryo,,,,,"Pool, Internet, Kids Activities, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Minibar, Conference Facilities, Babysitting, Safe, Swimup Bar, Rooftop Pool, Flatscreen TV, Breakfast Buffet, Indoor pool, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Kids Club, Kids Stay Free, Arabic, Baggage Storage, Currency Exchange, Doorperson, Filipino, Fitness / Spa Locker Rooms, 24-Hour Front Desk, Hindi, Ironing Service, Massage, 24-Hour Security, Shoeshine, Taxi Service, Valet Parking, VIP Room Facilities, Mountain View Royal M Hotel Fujairah is an excellent choice for travelers visiting Fujairah, offering a trendy environment alongside many helpful amenities designed to enhance your stay.
Close to some of Fujairah's most popular landmarks, such as Our Lady Of Perpetual Help Church (1.3 mi) and Fujairah Historic Fort (1.8 mi), Royal M Hotel Fujairah is a great destination for tourists.
Guest rooms offer a flat screen TV, a minibar, and air conditioning, and Royal M Hotel Fujairah makes getting online easy as free wifi is available.
You can also take advantage of some of the amenities offered by the hotel, including room service and a concierge. In addition, guests can enjoy a rooftop pool and free breakfast during their visit. As an added convenience, there is free parking available to guests.
During your visit, be sure to check out one of Fujairah's popular pubs such as RJJ's Fujairah and Sports Lounge, all a short distance from Royal M Hotel Fujairah.
If you’re looking for something to do, Madhab Sulpheric Spring Park (1.2 mi) is a nice way to spend some time, and it is within walking distance of Royal M Hotel Fujairah.
Enjoy your stay in Fujairah!
"
